system:index,Dissolved Reactive Phosphorus,Electrical Conductance,Index,Latitude,Longitude,MNDWI,NDMI,Sample Date,Total Alkalinity,elevation,green,humidity,modis_lc_class,nir,pet,population_3km,precip_0d,precip_1d,precip_3d_sum,slope,soil_clay,soil_ph,soil_sand,swir16,swir22,temp_c,water_occurrence,.geo
59,125,299.2999878,90,-27.01011111,26.69808333,0.042672263,0.129650661,25-01-2011,77.0059967,1291,10433.5,84.54367242,10,12433.5,183.5,3151.94203,3.648304069,13.90412052,56.3848843,3.847464255,,,,9579.5,8531.5,20.38617287,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
0000000000000000005a,158,410,91,-26.98472222,26.63227778,-0.157090654,-0.011861561,25-01-2011,153,1289,10207,84.35124811,10,13683,181.40001,41516.36378,5.499982195,10.99996439,49.49983976,5.189790205,27,68,58,14011.5,11850.5,20.3691644,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
0000000000000000005b,138,162.1000061,92,-27.39861107,26.614722,-0.111660165,0.095012086,25-01-2011,60.70000076,1257,10247,86.1726297,10,15515.5,191.90001,5008.419326,0.212186748,13.41077264,57.44974153,5.579448911,30,67,55,12823,10403.5,20.12949969,0,"{""type"":""Point"",""coordinates"":[26.614722,-27.398611068725586]}"
0000000000000000005c,10,145.1000061,93,-33.818056,19.694722,,,25-01-2011,11.90100002,170,,58.66422086,9,,201.8,237.1187776,0,0,1.493047078,3.470915624,20,74,66,,,24.91449318,0,"{""type"":""Point"",""coordinates"":[19.694722,-33.818056]}"
0000000000000000005d,82,560,94,-25.45963889,28.26430556,-0.208531845,-0.041129295,25-01-2011,144.1320038,1098,9926,73.06167738,10,13959,164.5,213.1377754,0.398148484,0,7.318961927,2.96339529,23,64,63,15156.5,12552.5,22.49815203,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
0000000000000000005e,56,1368,95,-33.89777756,20.012778,-0.114443262,0.092591863,25-01-2011,99.9260025,137,9154,61.5859607,9,13871,196.1,582.9691849,0,0,0.947721739,17.86760772,18,71,63,11520,9420,24.53461037,0,"{""type"":""Point"",""coordinates"":[20.012778,-33.89777755737305]}"
0000000000000000005f,10,652,96,-25.81048333,27.90955222,-0.157808385,0.114355072,26-01-2011,110,1184,9753,81.24164212,7,16870.5,164.1,1321.94734,30.91543555,3.972565014,41.22943243,3.5999893,27,65,54,13408,10257,21.24496676,0,"{""type"":""Point"",""coordinates"":[27.909552220000002,-25.810483330000004]}"
60,10,758,97,-34.065833,20.40416718,-0.095838724,0.142194093,26-01-2011,68.81500244,64,8387,68.37016181,12,13535,179.3,348.2492114,0,0,0,5.876756687,16,63,66,10165,8604,22.97152926,26,"{""type"":""Point"",""coordinates"":[20.40416717529297,-34.065833]}"
61,15,306.3999939,98,-24.058889,31.237222,-0.161337467,0.059062041,26-01-2011,70.9280014,284,9468.5,83.56425298,10,14757.5,154.6,0,9.641014792,0,20.45432654,1.375216872,26,69,59,13111.5,10821,23.92123629,0,"{""type"":""Point"",""coordinates"":[31.237222,-24.058889]}"
62,12,556,99,-26.64805603,27.089444,-0.148881449,0.196993646,26-01-2011,243,1357,9597,78.37501702,10,19310.5,170.90001,550.06735,0,4.432896429,30.22152362,1.037605708,25,62,62,12954.5,9447.5,20.52637952,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
63,176,535,100,-26.88027763,26.96500015,-0.193544994,0.002917707,26-01-2011,217,1302,9582.5,77.30199509,10,14265,175.5,153.8451071,0,4.544643143,39.66645614,1.393106924,,,,14182,11071.5,21.11923434,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
64,29,140.8999939,101,-27.273889,28.48999977,-0.011159923,0.142076629,26-01-2011,56.86299896,1502,9060,77.97282688,13,12333,164.3,13464.24366,0,7.880296475,35.22141094,13.45025376,25,64,60,9264.5,8181,19.06536064,0,"{""type"":""Point"",""coordinates"":[28.489999771118168,-27.273889000000004]}"
65,96,220.5,102,-27.044444,27.00499916,-0.170705168,0.109264301,26-01-2011,82.65100098,1311,9908,77.29415289,10,17418.5,178.7,122.4209541,0,2.609705177,46.00431458,3.471357279,25,66,61,13987,10115,21.03874931,0,"{""type"":""Point"",""coordinates"":[27.004999160766598,-27.044444]}"
66,10,187.5,103,-34.092222,21.295278,-0.188256349,0.033615193,26-01-2011,26.08799934,96,9525,74.50508329,12,14913,173.1,4429.036791,0,0,0,2.780288516,19,66,60,13943,11317,21.88022067,0,"{""type"":""Point"",""coordinates"":[21.295277999999996,-34.09222199999999]}"
67,12,167.3000031,104,-27.02313995,28.59388924,-0.019811228,0.051136624,27-01-2011,113.4589996,1493,9969.5,66.48809123,13,11490.5,163.1,8241.352167,0,0,14.61878482,5.882007317,29,65,57,10372.5,9135,19.19871101,43,"{""type"":""Point"",""coordinates"":[28.5938892364502,-27.02313995361328]}"
68,56,199.8999939,105,-26.73806,27.59193993,0.070286048,0.066060695,27-01-2011,63.35400009,1417,9167,62.3081064,10,9089.5,168.1,1118.464413,0,0,5.033580291,0.927409937,25,68,54,7963,7740,19.98614591,89,"{""type"":""Point"",""coordinates"":[27.591939926147464,-26.738059997558594]}"
69,33,230.6999969,106,-28.760833,17.73027802,0.195594737,0.185538339,30-01-2011,84.6269989,166,11426,40.03649302,16,11190,257.5,0.038670851,0,0,0,15.68506692,23,80,63,7687.5,7645,25.96507797,98,"{""type"":""Point"",""coordinates"":[17.73027801513672,-28.760833000000005]}"
0000000000000000006a,109,182.3000031,107,-26.861111,28.88472176,-0.180134355,0.124566152,31-01-2011,82.13600159,1525,9550,57.73562323,12,17658.5,161,119.6157047,0,0,0,2.784306215,32,67,54,13746.5,10574,18.95946019,0,"{""type"":""Point"",""coordinates"":[28.884721755981445,-26.861111]}"
0000000000000000006b,30,318.5,108,-26.73806,27.59193993,0.070286048,0.066060695,31-01-2011,56.1269989,1417,9167,59.75546589,10,9089.5,168.1,1118.464413,0,13.74713898,13.74713898,0.927409937,25,68,54,7963,7740,20.29873428,89,"{""type"":""Point"",""coordinates"":[27.591939926147464,-26.738059997558594]}"
0000000000000000006c,163,377,109,-25.127778,27.628889,-0.124393639,0.079430861,1/2/2011,128.9669952,959,5189.5,61.52578249,10,7814,169.3,118.6866787,10.28804016,0,10.28804016,0.927409937,27,71,54,6664,5222,23.26585668,0,"{""type"":""Point"",""coordinates"":[27.628889000000004,-25.127777999999996]}"
0000000000000000006d,158,491,110,-24.69514084,27.40905952,-0.056388895,0.131943559,1/2/2011,125.2750015,907,10647,58.13667812,12,15543,172.90001,154.5506935,0,0,0,14.55362964,33,68,49,11919.5,9642.5,23.79800186,0,"{""type"":""Point"",""coordinates"":[27.409059524536133,-24.69514083862305]}"
0000000000000000006e,10,186.8999939,111,-27.36361122,31.78333282,-0.169819759,0.155508919,1/2/2011,69.45899963,165,9281,66.04390344,9,17894.5,154.40001,201.7192422,0,0,0,2.780288516,26,62,56,13078,9695,24.62946345,0,"{""type"":""Point"",""coordinates"":[31.78333282470703,-27.363611221313477]}"
0000000000000000006f,13,116.9000015,112,-27.80277824,28.76833344,0.02501503,0.130677978,1/2/2011,43.42200089,1562,9803.5,76.62289672,10,12128.5,159.1,24.30694011,4.310349289,22.55392358,26.86427287,9.528580035,32,65,51,9325,8486,17.6083046,0,"{""type"":""Point"",""coordinates"":[28.768333435058594,-27.80277824401856]}"
70,86,255.6000061,113,-29.16027832,26.573333,,,1/2/2011,110.4179993,1339,,66.06071203,10,,190.1,20.2451531,0,0,17.09028627,0.927409937,23,74,64,,,20.30833715,0,"{""type"":""Point"",""coordinates"":[26.573333,-29.160278320312504]}"
71,10,159.1000061,114,-34.329722,18.99027824,-0.170961921,-0.076111914,1/2/2011,9.638999939,8,8959,75.20092716,9,10864,158.2,4441.578281,0,0,0,4.760536388,19,62,61,12654,11808.5,22.20270564,0,"{""type"":""Point"",""coordinates"":[18.99027824401856,-34.329722]}"
72,59,549,115,-25.20639038,27.55800056,0.007265903,0.156299841,2/2/2011,120.4410019,956,10466.5,69.77292822,10,14137.5,170,400.101174,0,2.284163105,2.284163105,5.194470619,29,67,55,10315.5,8536,22.87396075,0,"{""type"":""Point"",""coordinates"":[27.5580005645752,-25.20639038085938]}"
73,10,377,116,-23.28100014,30.54305556,-0.211973466,-0.029889658,3/2/2011,179.5659943,478,11879.5,70.56503021,10,17210,154.40001,2090.855135,0,0,0,2.780288515,21,69,63,18270.5,15619.5,21.51716703,13,"{""type"":""Point"",""coordinates"":[30.54305556,-23.281000137329105]}"
74,27,1405,117,-28.801278,31.95538902,-0.125266772,0.158212581,3/2/2011,267.0570068,10,9427,75.62626226,12,16685.5,150.2,2512.390999,0,0,0,1.058299984,23,59,59,12127,9348,24.20051664,28,"{""type"":""Point"",""coordinates"":[31.95538902282715,-28.801278]}"
75,25,184.1999969,118,-27.00222015,28.76527977,-0.146035732,0.026880413,3/2/2011,77.10600281,1497,9691,68.24356504,12,13724,161.6,15.4102063,0,0,29.15536279,2.968161592,27,69,57,13005.5,10754.5,17.07405179,0,"{""type"":""Point"",""coordinates"":[28.765279769897457,-27.00222015380859]}"
76,17,195,119,-27.02313995,28.59388924,-0.019811228,0.051136624,3/2/2011,73.52100372,1493,9969.5,68.30781147,13,11490.5,163.1,8241.352167,0,0,27.94601533,5.882007317,29,65,57,10372.5,9135,17.11490466,43,"{""type"":""Point"",""coordinates"":[28.5938892364502,-27.02313995361328]}"
77,18,175.8000031,120,-27.29999924,28.586944,-0.209807694,0.006766082,3/2/2011,79.32900238,1513,9636,66.37080097,10,14954,163.40001,12.80499786,0,0,26.41805905,11.64384773,25,67,61,14753,11537.5,17.12312406,0,"{""type"":""Point"",""coordinates"":[28.586943999999995,-27.299999237060543]}"
78,10,213.2100067,121,-30.67972183,26.71249962,0.152031455,0.266301266,3/2/2011,110.6080017,1298,10548,65.70716978,13,13400,180.90001,13357.07497,0,0,8.546877424,0,27,69,53,7764,7659,20.22069893,35,"{""type"":""Point"",""coordinates"":[26.712499618530273,-30.67972183227539]}"
79,61,282.2000122,122,-28.4608326,21.248889,-8.50E-04,0.094952374,3/2/2011,83.81500244,796,12046.5,58.79011345,13,14599,244.7,20706.87271,9.76261573,0.864037222,11.01851025,4.627367506,,,,12067,11038.5,25.66112862,0,"{""type"":""Point"",""coordinates"":[21.248889000000002,-28.460832595825195]}"
0000000000000000007a,43.5,416.5,123,-28.4608326,21.248889,-8.50E-04,0.094952374,4/2/2011,75.3030014,796,12046.5,51.31233577,13,14599,244.7,20706.87271,0,9.76261573,10.62665295,4.627367506,,,,12067,11038.5,25.69326045,0,"{""type"":""Point"",""coordinates"":[21.248889000000002,-28.460832595825195]}"
0000000000000000007b,11,410,124,-29.14055634,31.391944,0.147693526,0.236024845,7/2/2011,52.32300186,29,11594,81.98768624,13,13930,143.5,41602.24805,12.80387925,0,12.80387925,0,28,62,52,8610,8471,25.27183113,25,"{""type"":""Point"",""coordinates"":[31.391943999999995,-29.14055633544922]}"
0000000000000000007c,15,368,125,-25.99135971,27.84207916,-0.167105938,0.060823025,7/2/2011,98.80000305,1364,11771.5,77.6692564,10,18631.5,161.1,2448.916354,13.89590354,0,13.89590354,2.964988382,26,62,60,16495,12815,20.00457853,0,"{""type"":""Point"",""coordinates"":[27.842079162597656,-25.991359710693363]}"
0000000000000000007d,10,371,126,-24.058889,31.237222,-0.161337467,0.059062041,7/2/2011,95.67700195,284,9468.5,56.39358794,10,14757.5,154.6,0,0,0,0,1.375216872,26,69,59,13111.5,10821,26.30080249,0,"{""type"":""Point"",""coordinates"":[31.237222,-24.058889]}"
0000000000000000007e,81,193.3999939,127,-26.73806,27.59193993,0.070286048,0.066060695,7/2/2011,58.23799896,1417,9167,75.76178809,10,9089.5,168.1,1118.464413,6.00435702,0,6.00435702,0.927409937,25,68,54,7963,7740,20.46055183,89,"{""type"":""Point"",""coordinates"":[27.591939926147464,-26.738059997558594]}"
0000000000000000007f,10,119.3000031,128,-30.86013889,29.07125092,-0.032717761,0.119501692,7/2/2011,45.97800064,825,10724.5,84.19836191,10,14558,140.6,1148.135571,0,10.10402504,10.10402504,1.423655925,27,70,51,11450,10000.5,21.32570483,20,"{""type"":""Point"",""coordinates"":[29.071250915527344,-30.860138889999998]}"
80,100,203.6999969,129,-27.35666656,27.286389,-0.142683147,0.141147352,7/2/2011,93.01200104,1361,9502.5,67.27454682,12,16828.5,182.40001,60.78863534,0,4.469447745,4.469447745,4.627367506,27,66,60,12665.5,9643,21.80422045,0,"{""type"":""Point"",""coordinates"":[27.286389,-27.35666656494141]}"
81,100,290,130,-28.058889,30.37361145,-0.133090098,0.087048514,7/2/2011,71,1142,9326,83.93974523,10,14514,158,333.2855424,0,32.44823383,32.44823383,0,21,64,63,12189.5,9706,20.90537605,0,"{""type"":""Point"",""coordinates"":[30.373611450195312,-28.058889000000004]}"
82,15,207.1000061,131,-27.01011111,26.69808333,0.042672263,0.129650661,8/2/2011,101.7229996,1291,10433.5,66.23784099,10,12433.5,183.5,3151.94203,5.981687961,0,11.96337592,3.847464255,,,,9579.5,8531.5,23.07213999,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
83,10,225.8999939,132,-27.169444,29.23388863,-0.079666488,0.052328779,8/2/2011,101.2939987,1526,4774,80.44893612,10,6219,157.3,50.95124642,0,0,0,7.762280502,25,73,60,5600.5,4803,19.46203257,0,"{""type"":""Point"",""coordinates"":[29.233888626098633,-27.169444]}"
84,158,612,133,-26.98472222,26.63227778,-0.157090654,-0.011861561,8/2/2011,206.5209961,1289,10207,66.60524142,10,13683,181.40001,41516.36378,3.607142798,0,7.214285597,5.189790205,27,68,58,14011.5,11850.5,22.97114716,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
85,53,237.8000031,134,-27.39861107,26.614722,-0.111660165,0.095012086,8/2/2011,92.52700043,1257,10247,64.45002263,10,15515.5,191.90001,5008.419326,0,0,5.055499065,5.579448911,30,67,55,12823,10403.5,23.53787893,0,"{""type"":""Point"",""coordinates"":[26.614722,-27.398611068725586]}"
86,10,304.7000122,135,-27.573056,24.746389,-0.106991842,0.168420872,8/2/2011,113.1809998,1094,9767.5,72.26904229,10,17012.5,208.40001,5476.2719,9.004316136,4.502158068,22.51079034,1.397953513,26,65,62,12108,9335,23.61120249,0,"{""type"":""Point"",""coordinates"":[24.746389,-27.573056]}"
87,24,896,136,-33.50166702,21.624167,,,8/2/2011,178.5460052,240,,72.98626927,9,,189.1,47.76103237,0,0,1.959084849,0,19,71,65,,,20.34004364,0,"{""type"":""Point"",""coordinates"":[21.624167000000003,-33.50166702270508]}"
88,10,168.6000061,137,-32.502778,19.53583336,-0.191959055,-0.045345159,8/2/2011,27.10400009,383,13104,31.62052206,7,17653,233.40001,0.872454304,0,0,0,2.989208199,18,75,72,19330,16984,26.44819794,0,"{""type"":""Point"",""coordinates"":[19.535833358764652,-32.502778]}"
89,82,530,138,-25.45963889,28.26430556,-0.208531845,-0.041129295,8/2/2011,118.9199982,1098,9926,62.87038834,10,13959,164.5,213.1377754,0,36.77737229,36.77737229,2.96339529,23,64,63,15156.5,12552.5,23.8393926,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
0000000000000000008a,90,209,139,-26.97027779,27.21111107,0.162931557,0.125051612,9/2/2011,68.54000092,1326,11040,73.14761659,10,10218,173.90001,82.46847761,6.172967553,0,6.172967553,0,,,,7946.5,7735,22.25246518,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
0000000000000000008b,31,189.8000031,140,-27.273889,28.48999977,-0.011159923,0.142076629,9/2/2011,82.52100372,1502,9060,65.07649369,13,12333,164.3,13464.24366,0,0,8.794866749,13.45025376,25,64,60,9264.5,8181,20.90489031,0,"{""type"":""Point"",""coordinates"":[28.489999771118168,-27.273889000000004]}"
0000000000000000008c,10,276.7000122,141,-28.69485092,28.23487091,-0.132954711,0.097726921,9/2/2011,140.3670044,1597,8931,65.40400265,10,14198,160.7,1038.245201,0,0,0,2.307897645,23,64,57,11670,9620,19.70672951,0,"{""type"":""Point"",""coordinates"":[28.23487091064453,-28.69485092163086]}"
0000000000000000008d,10,242.8000031,142,-28.88333321,27.88999939,-0.151618008,0.054741915,9/2/2011,121.5130005,1551,9248,67.30891884,13,14007.5,164.2,52131.44671,0,0,0,4.615288416,20,64,61,12553.5,9979,20.21494891,0,"{""type"":""Point"",""coordinates"":[27.88999938964844,-28.883333206176754]}"
0000000000000000008e,25,353,143,-27.02313995,28.59388924,-0.019811228,0.051136624,10/2/2011,132.5800018,1493,9969.5,58.69101023,13,11490.5,163.1,8241.352167,0,0,3.156617848,5.882007317,29,65,57,10372.5,9135,19.68777046,43,"{""type"":""Point"",""coordinates"":[28.5938892364502,-27.02313995361328]}"
0000000000000000008f,10,207.3999939,144,-30.67972183,26.71249962,0.140118717,0.195167949,10/2/2011,97.43299866,1298,10468,74.04034177,13,11724,180.90001,13357.07497,0,27.79292663,27.79292663,0,27,69,53,7895,7622,21.56643257,35,"{""type"":""Point"",""coordinates"":[26.712499618530273,-30.67972183227539]}"
90,10,152.6000061,145,-30.534167,24.961944,-0.112648949,0.053850306,10/2/2011,60.94100189,1221,10835,73.02376603,7,15132.5,205,23.03507474,7.841618901,15.6832378,31.3664756,2.980877633,24,70,56,13586,11169,22.93825874,0,"{""type"":""Point"",""coordinates"":[24.961944000000003,-30.534166999999997]}"
91,10,263.7000122,146,-34.03194427,22.05333328,-0.027892881,0.043067711,10/2/2011,12.52999973,54,7859,74.67905541,9,9058,157.5,1436.191082,12.3775974,0,12.3775974,27.21565871,16,58,68,8310,7822,24.52981148,0,"{""type"":""Point"",""coordinates"":[22.0533332824707,-34.03194427490235]}"
92,10,396,147,-34.03972244,22.13333321,-0.182135134,0.003663821,10/2/2011,5,8,9266,74.67905541,9,13491.5,156,140.439838,12.48730787,0,12.48730787,1.854334169,19,64,61,13393,11250.5,24.52981148,0,"{""type"":""Point"",""coordinates"":[22.133333206176758,-34.03972244262696]}"
93,10,84.80000305,148,-32.59583282,19.009444,-0.175555467,0.016141686,10/2/2011,10.52600002,157,10334,64.39231012,13,15218.5,218.5,8081.265301,0,0,0,0.927409937,21,69,64,14735,12208.5,26.35834338,0,"{""type"":""Point"",""coordinates"":[19.009444,-32.59583282470704]}"
94,14,515,149,-28.801278,31.95538902,-0.125266772,0.158212581,11/2/2011,116.762001,10,9427,64.71317847,12,16685.5,150.2,2512.390999,0,0,0,1.058299984,23,59,59,12127,9348,26.52024803,28,"{""type"":""Point"",""coordinates"":[31.95538902282715,-28.801278]}"
95,147,213.8999939,150,-29.65805626,25.97333336,-0.075370409,0.055842541,11/2/2011,101.8040009,1324,10765,74.45867756,10,14001,186.90001,34.14880369,17.21577585,6.131720652,37.65813514,2.326142601,25,73,57,12520,10583,22.05157941,0,"{""type"":""Point"",""coordinates"":[25.973333358764645,-29.65805625915527]}"
96,10,190.6999969,151,-28.06833267,31.54999924,-0.20635432,0.043379688,11/2/2011,56.45299911,242,9854.5,63.97418844,10,16337.5,159.1,1783.676974,0,0,0,5.078355109,26,68,59,14979,11663,24.68479881,0,"{""type"":""Point"",""coordinates"":[31.54999923706055,-28.06833267211914]}"
97,35,217,152,-28.760833,17.73027802,0.195594737,0.185538339,13-02-2011,77.58000183,166,11426,48.30408969,16,11190,257.5,0.038670851,0,0,0,15.68506692,23,80,63,7687.5,7645,28.79441096,98,"{""type"":""Point"",""coordinates"":[17.73027801513672,-28.760833000000005]}"
98,10,41.20000076,153,-29.77750015,29.47083282,-0.137648925,0.131522466,14-02-2011,9.449999809,1471,9355,77.4762842,10,16079.5,138.3,911.8625469,0,16.82720184,67.30880737,4.649274178,22,62,55,12341.5,9665.5,17.796057,0,"{""type"":""Point"",""coordinates"":[29.470832824707035,-29.77750015258789]}"
99,10,97.09999847,154,-29.98777771,29.8516674,-0.205847132,0.132274503,14-02-2011,33.35800171,1004,9616,75.04082897,12,19052.5,136,307.9403711,0,17.49490403,34.98980808,12.58903658,29,60,45,14601,11173.5,20.11539294,0,"{""type"":""Point"",""coordinates"":[29.851667404174794,-29.98777770996094]}"
0000000000000000009a,10,67.80000305,155,-29.74416733,29.905833,-0.121601394,0.093708818,14-02-2011,19.68199921,917,9829.5,76.05711516,10,15146.5,141.6,1088.889876,0,10.62118495,34.96477694,18.34238604,29,70,46,12551,9830.5,19.99031156,0,"{""type"":""Point"",""coordinates"":[29.905833,-29.74416732788086]}"
0000000000000000009b,18,241,156,-26.861111,28.88472176,-0.180134355,0.124566152,14-02-2011,64.01300049,1525,9550,58.6719886,12,17658.5,161,119.6157047,0,5.75154057,18.87717833,2.784306215,32,67,54,13746.5,10574,20.01366768,0,"{""type"":""Point"",""coordinates"":[28.884721755981445,-26.861111]}"
0000000000000000009c,80,642,157,-26.45000076,28.0858326,-0.252805465,-0.083293153,14-02-2011,135.2100067,1476,10720,58.61989267,10,15210,162.5,2118.426142,0,9.793959243,11.39923492,3.239776951,29,64,53,17974,14201,20.75048409,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
0000000000000000009d,10,69.90000153,158,-31.39599991,29.26510048,0.141899226,0.168085305,14-02-2011,21.15500069,115,11835.5,79.19840078,10,12488,134.5,1351.793981,0,20.47799482,35.85756762,7.456679511,22,70,59,8894,8335,22.90307198,64,"{""type"":""Point"",""coordinates"":[29.26510047912597,-31.39599990844726]}"
